Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,10/21/2024,"MCDONALD'S F33737 MOORESVILLE IN             10/18",-15.58,DEBIT_CARD,21446.85,,
DEBIT,10/21/2024,"DD *DOORDASH DOORDASH 855-431-0459 CA        10/19",-50.00,DEBIT_CARD,21462.43,,
DEBIT,10/21/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            10/18",-54.50,DEBIT_CARD,21512.43,,
DEBIT,10/21/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/18",-15.63,DEBIT_CARD,21566.93,,
DEBIT,10/21/2024,"FARMER'S FRIDGE 3122290099 IL                10/18",-18.65,DEBIT_CARD,21582.56,,
DEBIT,10/21/2024,"APPLE.COM/BILL 866-712-7753 CA               10/18",-42.79,DEBIT_CARD,21601.21,,
DEBIT,10/21/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/17",-15.63,DEBIT_CARD,21644.00,,
DEBIT,10/18/2024,"AffirmCard       55YY AFFRM                 PPD ID: 1842224323",-733.10,MISC_DEBIT,21659.63,,
DEBIT,10/18/2024,"SERVICE FINANCE  PAYMENTS                   PPD ID: 2201934942",-200.00,ACH_DEBIT,22392.73,,
DEBIT,10/18/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           10/17",-27.59,DEBIT_CARD,22592.73,,
DEBIT,10/18/2024,"FARMER'S FRIDGE 3122290099 IL                10/17",-16.72,DEBIT_CARD,22620.32,,
DEBIT,10/18/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/16",-15.63,DEBIT_CARD,22637.04,,
CREDIT,10/18/2024,"GRAINGER CORPORA DIRECT DEP                 PPD ID: 9111111101",5159.31,ACH_CREDIT,22652.67,,
DEBIT,10/17/2024,"PAYPAL           INST XFER  BAMBULABUSA     WEB ID: PAYPALSI77",-74.83,ACH_DEBIT,17493.36,,
DEBIT,10/17/2024,"CVS/PHARMACY #01 01367 CARMEL IN     141862  10/17",-35.47,DEBIT_CARD,17568.19,,
DEBIT,10/17/2024,"PADDLE.NET* CLIPDROP PADDLE.COM NY           10/17",-9.00,DEBIT_CARD,17603.66,,
DEBIT,10/17/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           10/16",-40.18,DEBIT_CARD,17612.66,,
DEBIT,10/17/2024,"PRINTIFY.COM HTTPSPRINTIFY DE                10/16",-29.00,DEBIT_CARD,17652.84,,
DEBIT,10/17/2024,"WWW.FUEL-ROD.COM WWW.FUELROD.C CA            10/16",-19.99,DEBIT_CARD,17681.84,,
DEBIT,10/17/2024,"TST*DANNY BOY BEER WO 317-339-7952 IN        10/17",-42.50,DEBIT_CARD,17701.83,,
DEBIT,10/17/2024,"APPLE.COM/BILL 866-712-7753 CA               10/17",-13.89,DEBIT_CARD,17744.33,,
DEBIT,10/17/2024,"FARMER'S FRIDGE CHICAGO IL                   10/16",-1.08,DEBIT_CARD,17758.22,,
DEBIT,10/17/2024,"FARMER'S FRIDGE CHICAGO IL                   10/16",-17.79,DEBIT_CARD,17759.30,,
DEBIT,10/17/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/15",-15.63,DEBIT_CARD,17777.09,,
DEBIT,10/16/2024,"Online Payment 22072866572 To Richard Crone 10/16",-250.00,BILLPAY,17792.72,,
DEBIT,10/16/2024,"AffirmCard       55YU AFFRM                 PPD ID: 1842224323",-111.27,MISC_DEBIT,18042.72,,
DEBIT,10/16/2024,"MCDONALD'S F33737 MOORESVILLE IN             10/15",-15.58,DEBIT_CARD,18153.99,,
DEBIT,10/16/2024,"FARMER'S FRIDGE CHICAGO IL                   10/15",-16.72,DEBIT_CARD,18169.57,,
DEBIT,10/16/2024,"ARAMARK IU NORTH COFFEE CARMEL IN            10/14",-4.87,DEBIT_CARD,18186.29,,
CREDIT,10/16/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",64.00,ACH_CREDIT,18191.16,,
DSLIP,10/16/2024,"REMOTE ONLINE DEPOSIT #          1",3016.15,CHECK_DEPOSIT,18127.16,1,
DEBIT,10/15/2024,"PAYPAL           INST XFER  GOOGLE GOOGLE O WEB ID: PAYPALSI77",-9.99,ACH_DEBIT,15111.01,,
DEBIT,10/15/2024,"AffirmCard       55YV AFFRM                 PPD ID: 1842224323",-189.00,MISC_DEBIT,15121.00,,
DEBIT,10/15/2024,"VOCABULARY.COM HTTPSWWW.VOCA CA              10/15",-59.99,DEBIT_CARD,15310.00,,
DEBIT,10/15/2024,"PAYPAL           INST XFER  NETFLIX.COM     WEB ID: PAYPALSI77",-22.99,ACH_DEBIT,15369.99,,
DEBIT,10/15/2024,"PAYPAL           INST XFER  WIFIONBOARD     WEB ID: PAYPALSI77",-8.00,ACH_DEBIT,15392.98,,
DEBIT,10/15/2024,"PAYPAL           INST XFER  ZAPIER INC      WEB ID: PAYPALSI77",-58.50,ACH_DEBIT,15400.98,,
DEBIT,10/15/2024,"STARBUCKS 800-782-728 800-782-7282 WA        10/14",-20.00,DEBIT_CARD,15459.48,,
DEBIT,10/15/2024,"FARMER'S FRIDGE CHICAGO IL                   10/14",-15.10,DEBIT_CARD,15479.48,,
DEBIT,10/15/2024,"MCDONALD'S F33737 MOORESVILLE IN             10/13",-15.31,DEBIT_CARD,15494.58,,
DEBIT,10/15/2024,"INDIANAPOLIS AIRPORT INDIANAPOLIS IN         10/13",-111.00,DEBIT_CARD,15509.89,,
DEBIT,10/15/2024,"IAH DYLAN CANDY BAR HOUSTON TX               10/13",-10.15,DEBIT_CARD,15620.89,,
DEBIT,10/15/2024,"IAH ITRP EL TIEMPO 1122 HOUSTON TX           10/13",-29.53,DEBIT_CARD,15631.04,,
DEBIT,10/15/2024,"BLAZE PIZZA A IAH HOUSTON TX                 10/13",-10.23,DEBIT_CARD,15660.57,,
DEBIT,10/15/2024,"Zelle payment to salim JPM99apc8he9",-100.00,CHASE_TO_PARTNERFI,15670.80,,
DEBIT,10/15/2024,"Zelle payment to salim JPM99apc6ezy",-120.00,CHASE_TO_PARTNERFI,15770.80,,
DEBIT,10/15/2024,"UBER   *TRIP HELP.UBER.COM CA                10/13",-23.85,DEBIT_CARD,15890.80,,
DEBIT,10/15/2024,"UBER   *TRIP HELP.UBER.COM CA                10/12",-25.31,DEBIT_CARD,15914.65,,
DEBIT,10/15/2024,"Online Transfer to CHK ...9516 transaction#: 22361050346 10/15",-1000.00,ACCT_XFER,15939.96,,
DEBIT,10/15/2024,"TIKTOK SHOP SELLER 8888888888 CA             10/12",-27.20,DEBIT_CARD,16939.96,,
DEBIT,10/15/2024,"DEPT EDUCATION   STUDENT LN                 PPD ID: 9102002505",-1111.95,ACH_DEBIT,16967.16,,
DEBIT,10/15/2024,"UBER   *TRIP HELP.UBER.COM CA                10/12",-45.49,DEBIT_CARD,18079.11,,
DEBIT,10/15/2024,"Zelle payment to salim JPM99ap9f83r",-40.00,CHASE_TO_PARTNERFI,18124.60,,
DEBIT,10/15/2024,"UBER   *TRIP HELP.UBER.COM CA                10/12",-5.23,DEBIT_CARD,18164.60,,
DEBIT,10/15/2024,"OPENAI *CHATGPT SUBS HTTPSOPENAI.C CA        10/12",-20.00,DEBIT_CARD,18169.83,,
DEBIT,10/15/2024,"UBER   *TRIP HELP.UBER.COM CA                10/12",-301.39,DEBIT_CARD,18189.83,,
DEBIT,10/15/2024,"IND HARRY IZZYS 61913 INDIANAPOLIS IN        10/11",-68.41,DEBIT_CARD,18491.22,,
DEBIT,10/15/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           10/11",-55.85,DEBIT_CARD,18559.63,,
DEBIT,10/15/2024,"FSP*URBAN SOCIETY SALON CARMEL IN            10/11",-124.82,DEBIT_CARD,18615.48,,
DEBIT,10/15/2024,"APPLE.COM/BILL 866-712-7753 CA               10/11",-38.93,DEBIT_CARD,18740.30,,
DEBIT,10/15/2024,"HAMPTON INN INDY NW 317-7682330 IN           10/12",-155.68,DEBIT_CARD,18779.23,,
DEBIT,10/15/2024,"SKYWAY CONCESSIONS CHICAGO IL                10/11",-7.20,DEBIT_CARD,18934.91,,
DEBIT,10/11/2024,"ITR CONCESSION COMPANY ELKHART IN            10/10",-1.80,DEBIT_CARD,18942.11,,
DEBIT,10/11/2024,"ITR CONCESSION COMPANY ELKHART IN            10/10",-4.50,DEBIT_CARD,18943.91,,
DEBIT,10/11/2024,"365 MARKET M 888 432 32 TROY MI              10/09",-4.74,DEBIT_CARD,18948.41,,
DEBIT,10/11/2024,"365 MARKET M 888 432 32 TROY MI              10/09",-8.63,DEBIT_CARD,18953.15,,
DEBIT,10/11/2024,"HILTON GARDEN INN LK F 847-7358374 IL        10/10",-537.76,DEBIT_CARD,18961.78,,
DEBIT,10/10/2024,"WHOLEFDS NBK 102 840 W NORTHBROOK IL 362001  10/10",-11.94,DEBIT_CARD,19499.54,,
DEBIT,10/10/2024,"GRAINGERILCOFF LAKE FOREST IL                10/09",-2.70,DEBIT_CARD,19511.48,,
DEBIT,10/10/2024,"GRAINGERILCOFF LAKE FOREST IL                10/09",-5.14,DEBIT_CARD,19514.18,,
DEBIT,10/10/2024,"AES PLUS AES.COM VA                          10/09",-121.42,DEBIT_CARD,19519.32,,
DEBIT,10/09/2024,"AffirmCard       55YP AFFRM                 PPD ID: 1842224323",-63.12,MISC_DEBIT,19640.74,,
DEBIT,10/09/2024,"Experian* Credit Repor 479-3436237 CA        10/09",-24.99,DEBIT_CARD,19703.86,,
DEBIT,10/08/2024,"AffirmCard       55YO AFFRM                 PPD ID: 1842224323",-17.67,MISC_DEBIT,19728.85,,
DEBIT,10/08/2024,"BUSINESSOLVER BE 8775476257                 PPD ID: 1421503807",-1115.03,ACH_DEBIT,19746.52,,
DEBIT,10/08/2024,"POPEYES 11298 INDIANAPOLIS IN                10/07",-13.40,DEBIT_CARD,20861.55,,
DEBIT,10/07/2024,"WHOLEFDS NBK 102 840 W NORTHBROOK IL 834382  10/07",-149.50,DEBIT_CARD,20874.95,,
DEBIT,10/07/2024,"AffirmCard       55YN AFFRM                 PPD ID: 1842224323",-101.34,MISC_DEBIT,21024.45,,
DEBIT,10/07/2024,"APPLE.COM/BILL 866-712-7753 CA               10/07",-32.09,DEBIT_CARD,21125.79,,
DEBIT,10/07/2024,"2610 WORLD OF WONDERS INDIANAPOLIS IN        10/06",-10.00,DEBIT_CARD,21157.88,,
DEBIT,10/07/2024,"PBS INDIANAPOLIS INDIANAPOLIS IN             10/05",-130.83,DEBIT_CARD,21167.88,,
DEBIT,10/07/2024,"PUNCH BOWL SOCIAL ARCA 317-2498613 IN        10/05",-30.00,DEBIT_CARD,21298.71,,
DEBIT,10/07/2024,"APPLE.COM/BILL 866-712-7753 CA               10/06",-10.69,DEBIT_CARD,21328.71,,
DEBIT,10/07/2024,"MCDONALD'S F33737 MOORESVILLE IN             10/04",-9.00,DEBIT_CARD,21339.40,,
DEBIT,10/07/2024,"AMAZON MKTPL*ZK9PC8N Amzn.com/bill WA        10/04",-33.53,DEBIT_CARD,21348.40,,
DEBIT,10/07/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/03",-13.18,DEBIT_CARD,21381.93,,
DEBIT,10/04/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-16.99,ACH_DEBIT,21395.11,,
DEBIT,10/04/2024,"Online Transfer to CHK ...9516 transaction#: 22278409144 10/04",-1100.00,ACCT_XFER,21412.10,,
DEBIT,10/04/2024,"AffirmCard       55YK AFFRM                 PPD ID: 1842224323",-211.55,MISC_DEBIT,22512.10,,
DEBIT,10/04/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            10/03",-25.89,DEBIT_CARD,22723.65,,
DEBIT,10/04/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/02",-13.18,DEBIT_CARD,22749.54,,
DEBIT,10/03/2024,"PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77",-3590.40,ACH_DEBIT,22762.72,,
DEBIT,10/03/2024,"COMENITY PAY OH  PHONE PYMT P24276363806255 TEL ID: 1651180275",-248.39,ACH_DEBIT,26353.12,,
DEBIT,10/03/2024,"PARAMOUNT+ 888-274-5343 CA                   10/03",-12.99,DEBIT_CARD,26601.51,,
DEBIT,10/03/2024,"TACO BELL 36538 PLAINFIELD IN                10/02",-5.54,DEBIT_CARD,26614.50,,
DEBIT,10/03/2024,"AMZN Mktp US*2F0VB4K Amzn.com/bill WA        10/03",-274.68,DEBIT_CARD,26620.04,,
DEBIT,10/03/2024,"AD CREA* AD CREA ENTER PARIS                 10/02",-29.00,DEBIT_CARD,26894.72,,
DEBIT,10/03/2024,"Amazon web services aws.amazon.co WA         10/02",-12.75,DEBIT_CARD,26923.72,,
DEBIT,10/03/2024,"HOTELCOM72058764778396 HOTELS.COM WA         10/02",-282.20,DEBIT_CARD,26936.47,,
DEBIT,10/03/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/01",-21.03,DEBIT_CARD,27218.67,,
CREDIT,10/03/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",388.00,ACH_CREDIT,27239.70,,
CREDIT,10/03/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",452.00,ACH_CREDIT,26851.70,,
DEBIT,10/02/2024,"MICHAELS STORES 9951 1 CARMEL IN             10/02",-6.41,DEBIT_CARD,26399.70,,
DEBIT,10/02/2024,"AffirmCard       55YI AFFRM                 PPD ID: 1842224323",-178.95,MISC_DEBIT,26406.11,,
DEBIT,10/02/2024,"STARBUCKS 800-782-728 800-782-7282 WA        10/02",-20.00,DEBIT_CARD,26585.06,,
DEBIT,10/02/2024,"GRUBHUB*UPLANDCARMELTA GRUBHUB.COM NY        10/01",-60.13,DEBIT_CARD,26605.06,,
DEBIT,10/02/2024,"CHICK-FIL-A #04978 CARMEL IN                 09/30",-20.92,DEBIT_CARD,26665.19,,
DEBIT,10/01/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     130825  10/01",-155.52,DEBIT_CARD,26686.11,,
DEBIT,10/01/2024,"AffirmCard       55YH AFFRM                 PPD ID: 1842224323",-34.93,MISC_DEBIT,26841.63,,
DEBIT,10/01/2024,"JETPACK CMJPJGQN5V HTTPSWORDPRES CA          10/01",-14.95,DEBIT_CARD,26876.56,,
DEBIT,10/01/2024,"BETTER BODIES WC MEMBER PAY                 PPD ID: 1270559068",-54.00,ACH_DEBIT,26891.51,,
DSLIP,10/01/2024,"REMOTE ONLINE DEPOSIT #          1",68.61,CHECK_DEPOSIT,26945.51,1,
DEBIT,09/30/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-29.99,ACH_DEBIT,26876.90,,
DEBIT,09/30/2024,"AffirmCard       55WI AFFRM                 PPD ID: 1842224323",-16.04,MISC_DEBIT,26906.89,,
DEBIT,09/30/2024,"VENMO            PAYMENT    1037226206367   WEB ID: 3264681992",-250.00,MISC_DEBIT,26922.93,,
DEBIT,09/30/2024,"APPLE.COM/BILL 866-712-7753 CA               09/30",-38.35,DEBIT_CARD,27172.93,,
DEBIT,09/30/2024,"Amazon Prime*T76K442 Amzn.com/bill WA        09/29",-139.00,DEBIT_CARD,27211.28,,
DEBIT,09/30/2024,"Online Transfer to CHK ...9516 transaction#: 22208785043 09/30",-1200.00,ACCT_XFER,27350.28,,
DEBIT,09/30/2024,"TACO BELL 29694 PLAINFIELD IN                09/28",-17.39,DEBIT_CARD,28550.28,,
DEBIT,09/30/2024,"Zelle payment to JR Tucker 22203304182",-5000.00,QUICKPAY_DEBIT,28567.67,,
DEBIT,09/30/2024,"APPLE.COM/BILL 866-712-7753 CA               09/29",-10.69,DEBIT_CARD,33567.67,,
DEBIT,09/30/2024,"PELOTON* MEMBERSHIP HTTPSWWW.ONEP NY         09/28",-44.00,DEBIT_CARD,33578.36,,
DEBIT,09/30/2024,"STARBUCKS 800-782-728 800-782-7282 WA        09/28",-20.00,DEBIT_CARD,33622.36,,
DEBIT,09/30/2024,"Disney Plus 888-9057888 CA                   09/28",-11.00,DEBIT_CARD,33642.36,,
DEBIT,09/30/2024,"FLOW WATER USA FLOWHYDRATION VA              09/28",-68.37,DEBIT_CARD,33653.36,,
DEBIT,09/30/2024,"STARBUCKS 800-782-728 800-782-7282 WA        09/28",-20.00,DEBIT_CARD,33721.73,,
DEBIT,09/30/2024,"APPLE.COM/BILL 866-712-7753 CA               09/27",-19.24,DEBIT_CARD,33741.73,,
DEBIT,09/27/2024,"PAYPAL           INST XFER  GOOGLE YOUTUBE  WEB ID: PAYPALSI77",-22.99,ACH_DEBIT,33760.97,,
DEBIT,09/27/2024,"Online Transfer to CHK ...9516 transaction#: 22190527346 09/27",-1000.00,ACCT_XFER,33783.96,,
DEBIT,09/27/2024,"AffirmCard       55WF AFFRM                 PPD ID: 1842224323",-115.25,MISC_DEBIT,34783.96,,
DEBIT,09/27/2024,"PROG PALOVERDE   INS PREM   905147028 Krist WEB ID: 9409348039",-156.33,ACH_DEBIT,34899.21,,
DEBIT,09/27/2024,"AMAZON MARKETPLA INTERNET   043000091995264 WEB ID: 9049016352",-10.69,ACH_DEBIT,35055.54,,
DEBIT,09/27/2024,"SQ *FUNDAE'S ICE CREAM Carmel IN             09/26",-11.75,DEBIT_CARD,35066.23,,
DEBIT,09/27/2024,"KING DOUGH* KING DOU HTTPSKINGDOUG IN        09/26",-71.45,DEBIT_CARD,35077.98,,
DEBIT,09/27/2024,"DD *DOORDASH WILDEGGS 855-431-0459 CA        09/27",-30.51,DEBIT_CARD,35149.43,,
DEBIT,09/27/2024,"ZING! CAFE  LLC CARMEL IN                    09/26",-10.92,DEBIT_CARD,35179.94,,
DEBIT,09/27/2024,"CHICK-FIL-A #04978 CARMEL IN                 09/25",-7.46,DEBIT_CARD,35190.86,,
DEBIT,09/26/2024,"PAYPAL           INST XFER  NORDSTROM       WEB ID: PAYPALSI77",-139.05,ACH_DEBIT,35198.32,,
DEBIT,09/26/2024,"AffirmCard       55WE AFFRM                 PPD ID: 1842224323",-36.37,MISC_DEBIT,35337.37,,
DEBIT,09/26/2024,"AMAZON.COM SERVI INTERNET   043000091278936 WEB ID: 9049016352",-21.37,ACH_DEBIT,35373.74,,
DEBIT,09/26/2024,"WEST CLAY WINE & SPIRIT CARMEL IN            09/25",-88.80,DEBIT_CARD,35395.11,,
DEBIT,09/26/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           09/25",-65.30,DEBIT_CARD,35483.91,,
DEBIT,09/26/2024,"MEIJER STORE #130 CARMEL IN                  09/25",-75.13,DEBIT_CARD,35549.21,,
DEBIT,09/26/2024,"APPLE.COM/BILL 866-712-7753 CA               09/25",-10.69,DEBIT_CARD,35624.34,,
DEBIT,09/25/2024,"AffirmCard       55WD AFFRM                 PPD ID: 1842224323",-1011.11,MISC_DEBIT,35635.03,,
DEBIT,09/25/2024,"TST*DANNY BOY BEER WORK Carmel IN            09/24",-38.89,DEBIT_CARD,36646.14,,
DEBIT,09/24/2024,"INDY COLTS       TICKETS    0799811         WEB ID: 0000935866",-5.00,ACH_DEBIT,36685.03,,
DEBIT,09/24/2024,"AffirmCard       55WC AFFRM                 PPD ID: 1842224323",-27.09,MISC_DEBIT,36690.03,,
DEBIT,09/24/2024,"MYOLLIE SUBSCRIPTION HTTPSMYOLLIE. NV        09/24",-239.33,DEBIT_CARD,36717.12,,
DEBIT,09/24/2024,"ENDEAVOR COMMUNI TELE BILL                  PPD ID: 1350978228",-79.99,ACH_DEBIT,36956.45,,
DEBIT,09/24/2024,"TACO BELL 039002 INDIANAPOLIS IN             09/23",-14.00,DEBIT_CARD,37036.44,,
DEBIT,09/24/2024,"MEIJER # 130 CARMEL IN                       09/23",-43.20,DEBIT_CARD,37050.44,,
DEBIT,09/24/2024,"CHIPOTLE 2327 CARMEL IN                      09/23",-18.48,DEBIT_CARD,37093.64,,
DEBIT,09/24/2024,"PARAMOUNT+ 888-274-5343 CA                   09/24",-11.99,DEBIT_CARD,37112.12,,
DEBIT,09/24/2024,"ZING! CAFE  LLC CARMEL IN                    09/23",-10.92,DEBIT_CARD,37124.11,,
DEBIT,09/24/2024,"SUR LA TABLE CARMEL IN                       09/23",68.48,DEBIT_CARD,37135.03,,
DEBIT,09/23/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     811682  09/23",-148.68,DEBIT_CARD,37066.55,,
DEBIT,09/23/2024,"AffirmCard       55WB AFFRM                 PPD ID: 1842224323",-44.99,MISC_DEBIT,37215.23,,
DEBIT,09/23/2024,"PAYPAL           INST XFER  HULU            WEB ID: PAYPALSI77",-17.99,ACH_DEBIT,37260.22,,
DEBIT,09/23/2024,"The W Nail Bar Indianapolis IN               09/23",-285.00,DEBIT_CARD,37278.21,,
DEBIT,09/23/2024,"MEIJER STORE #130 CARMEL IN                  09/22",-72.72,DEBIT_CARD,37563.21,,
DEBIT,09/23/2024,"MCDONALD'S F33737 MOORESVILLE IN             09/22",-16.66,DEBIT_CARD,37635.93,,
DEBIT,09/23/2024,"OCULUS * 650-5434800 CA                      09/21",-10.69,DEBIT_CARD,37652.59,,
DEBIT,09/23/2024,"MCDONALD'S F33737 MOORESVILLE IN             09/21",-15.30,DEBIT_CARD,37663.28,,
DEBIT,09/23/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           09/20",-29.00,DEBIT_CARD,37678.58,,
DEBIT,09/23/2024,"LOVE'S #0254 OUTSIDE MOORESVILLE IN          09/20",-28.10,DEBIT_CARD,37707.58,,
DEBIT,09/23/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            09/20",-44.96,DEBIT_CARD,37735.68,,
DEBIT,09/23/2024,"CHICK-FIL-A #04978 CARMEL IN                 09/20",-20.92,DEBIT_CARD,37780.64,,
DEBIT,09/20/2024,"AffirmCard       55W8 AFFRM                 PPD ID: 1842224323",-35.00,MISC_DEBIT,37801.56,,
DEBIT,09/20/2024,"KOHL'S           CHG PYMT   043000092843420 TEL ID: 9044021696",-159.84,ACH_DEBIT,37836.56,,
DEBIT,09/20/2024,"ROBINHOOD        DEBITS     519179584       WEB ID: 5326394001",-5.00,MISC_DEBIT,37996.40,,
DEBIT,09/20/2024,"JDF PROFILE WEB  PROFILEWEB 510002370565    WEB ID: 9304935336",-642.55,ACH_DEBIT,38001.40,,
DEBIT,09/20/2024,"STEAK-N-SHAKE#0342 Q99 NOBLESVILLE IN        09/19",-28.37,DEBIT_CARD,38643.95,,
DEBIT,09/20/2024,"JIMMY JOHNS - 1203 CARMEL IN                 09/19",-12.96,DEBIT_CARD,38672.32,,
DEBIT,09/19/2024,"KITTL TECHNOLOGI IAT PAYPAL 1037036464990   WEB ID: 770510487C",-120.00,ACH_DEBIT,38685.28,,
DEBIT,09/19/2024,"ACTBLUE* MAD.DOG.PAC HTTPSSECURE.A MA        09/19",-10.00,DEBIT_CARD,38805.28,,
DEBIT,09/19/2024,"TST*DANNY BOY BEER WORK Carmel IN            09/18",-14.94,DEBIT_CARD,38815.28,,
DEBIT,09/19/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           09/18",-29.18,DEBIT_CARD,38830.22,,
DEBIT,09/19/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           09/18",-97.94,DEBIT_CARD,38859.40,,
DEBIT,09/19/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           09/18",-77.21,DEBIT_CARD,38957.34,,
DEBIT,09/19/2024,"ZING! CAFE  LLC CARMEL IN                    09/18",-16.87,DEBIT_CARD,39034.55,,
DEBIT,09/18/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-22.17,ACH_DEBIT,39051.42,,
DEBIT,09/18/2024,"PAYPAL           INST XFER  UNITED          WEB ID: PAYPALSI77",-717.95,ACH_DEBIT,39073.59,,
DEBIT,09/18/2024,"PAYPAL           INST XFER  UNITED          WEB ID: PAYPALSI77",-717.95,ACH_DEBIT,39791.54,,
DEBIT,09/18/2024,"APPLE.COM/BILL 866-712-7753 CA               09/18",-53.46,DEBIT_CARD,40509.49,,
DEBIT,09/18/2024,"SERVICE FINANCE  PAYMENTS                   PPD ID: 2201934942",-200.00,ACH_DEBIT,40562.95,,
DEBIT,09/18/2024,"TACO BELL 039002 INDIANAPOLIS IN             09/17",-25.00,DEBIT_CARD,40762.95,,
DEBIT,09/18/2024,"ZING! CAFE  LLC CARMEL IN                    09/17",-8.17,DEBIT_CARD,40787.95,,
DEBIT,09/18/2024,"CHICK-FIL-A #04978 CARMEL IN                 09/16",-21.03,DEBIT_CARD,40796.12,,
DEBIT,09/17/2024,"PAYPAL           INST XFER  BOKA LLC        WEB ID: PAYPALSI77",-75.97,ACH_DEBIT,40817.15,,
DEBIT,09/17/2024,"SHEN ZHEN SHI FE IAT PAYPAL 1036996717626   WEB ID: 770510487C",-199.98,ACH_DEBIT,40893.12,,
DEBIT,09/17/2024,"AffirmCard       55W5 AFFRM                 PPD ID: 1842224323",-8.55,MISC_DEBIT,41093.10,,
DEBIT,09/17/2024,"Online Transfer to CHK ...9516 transaction#: 22084731205 09/17",-8000.00,ACCT_XFER,41101.65,,
DEBIT,09/17/2024,"PADDLE.NET* CLIPDROP PADDLE.COM NY           09/17",-9.00,DEBIT_CARD,49101.65,,
DEBIT,09/17/2024,"PANDA EXPRESS 773 PLAINFIELD IN              09/16",-9.05,DEBIT_CARD,49110.65,,
DEBIT,09/17/2024,"TARGET        00007732 PLAINFIELD IN         09/16",-28.77,DEBIT_CARD,49119.70,,
DEBIT,09/17/2024,"PRINTIFY.COM HTTPSPRINTIFY DE                09/16",-29.00,DEBIT_CARD,49148.47,,
DEBIT,09/17/2024,"Monterey Coastal Cuisi Carmel IN             09/16",-193.69,DEBIT_CARD,49177.47,,
DEBIT,09/17/2024,"FIRST WATCH - 0118 CARMEL IN                 09/16",-9.01,DEBIT_CARD,49371.16,,
DEBIT,09/17/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            09/16",-17.71,DEBIT_CARD,49380.17,,
DEBIT,09/17/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            09/16",-42.24,DEBIT_CARD,49397.88,,
CREDIT,09/17/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",64.00,ACH_CREDIT,49440.12,,
DEBIT,09/16/2024,"PAYPAL           INST XFER  LOWES.COM       WEB ID: PAYPALSI77",-177.61,ACH_DEBIT,49376.12,,
DEBIT,09/16/2024,"BP#8833758GETGO PLAINFIELD IN                09/16",-34.13,DEBIT_CARD,49553.73,,
DEBIT,09/16/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     833455  09/16",-36.93,DEBIT_CARD,49587.86,,
DEBIT,09/16/2024,"AffirmCard       55W4 AFFRM                 PPD ID: 1842224323",-193.51,MISC_DEBIT,49624.79,,
DEBIT,09/16/2024,"Online Payment 21743094290 To Richard Crone 09/16",-250.00,BILLPAY,49818.30,,
DEBIT,09/16/2024,"PAYPAL           INST XFER  GOOGLE GOOGLE O WEB ID: PAYPALSI77",-9.99,ACH_DEBIT,50068.30,,
DEBIT,09/16/2024,"PAYPAL           INST XFER  NETFLIX.COM     WEB ID: PAYPALSI77",-22.99,ACH_DEBIT,50078.29,,
DEBIT,09/16/2024,"SUR LA TABLE 800-243-0852 IN                 09/15",-68.48,DEBIT_CARD,50101.28,,
DEBIT,09/16/2024,"MIDJOURNEY INC. HTTPSWWW.MIDJ CA             09/15",-96.00,DEBIT_CARD,50169.76,,
DEBIT,09/16/2024,"CONTENTCREATOR.COM CONTENTCREATO NC          09/15",-67.00,DEBIT_CARD,50265.76,,
DEBIT,09/16/2024,"LOWE'S #1168 MOORESVILLE IN          662453  09/15",-27.81,DEBIT_CARD,50332.76,,
